산업분류별 월별 전력사용량 ( 20241011 현재 ),,,,,,,
"시도 : 전체(시도), 시군구 : 전체(시 / 군 / 구)",,,,,,,
기간 : 2018년 01 월 ~ 2018년 06월,,,,,,,
년월,시구,시군구,계약구분,고객호수(호),사용량(kWh),전기요금(원),평균판매단가(원/kWh)
201801,강원도,전체,"농업, 임업 및 어업","94,591 ","54,428,207 ","2,791,136,300 ",51.3 
201801,강원도,전체,도매 및 소매업,"26,106 ","63,575,158 ","8,181,834,928 ",128.7 
201801,강원도,전체,보건업 및 사회복지 서비스업,"3,568 ","26,763,760 ","2,920,603,493 ",109.1 
201801,강원도,전체,부동산업,"21,158 ","56,203,499 ","7,444,094,207 ",132.4 
201801,강원도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","3,010 ","8,797,515 ","1,745,540,099 ",198.4 
201801,강원도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","6,861 ","39,713,641 ","4,801,433,040 ",120.9 
201801,강원도,전체,숙박 및 음식점업,"36,315 ","121,361,867 ","14,927,933,799 ",123 
201801,강원도,전체,"예술, 스포츠 및 여가관련 서비스업","4,177 ","41,184,186 ","5,412,421,618 ",131.4 
201801,강원도,전체,운수 및 창고업,"5,801 ","27,257,521 ","3,678,782,015 ",135 
201801,강원도,전체,"전기, 가스, 증기 및 공기 조절 공급업","1,237 ","23,884,632 ","3,782,698,113 ",158.4 
201801,강원도,전체,"전문, 과학 및 기술 서비스업","1,812 ","4,448,945 ","593,125,758 ",133.3 
201801,강원도,전체,정보통신업,"13,847 ","36,147,420 ","4,262,667,794 ",117.9 
201801,강원도,전체,제조업,"7,385 ","472,373,883 ","53,354,172,801 ",112.9 
201801,강원도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","10,553 ","27,077,354 ","3,534,574,688 ",130.5 
201801,강원도,전체,합계,"251,171 ","1,173,080,441 ","137,959,873,030 ",117.6
201801,경기도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,75 ,"100,677 ","13,587,657 ",135 
201801,경기도,전체,건설업,"22,047 ","132,176,946 ","17,063,921,774 ",129.1 
201801,경기도,전체,"공공 행정, 국방 및 사회보장 행정","6,031 ","148,458,920 ","18,651,012,871 ",125.6 
201801,경기도,전체,광업,745 ,"25,159,639 ","3,465,361,219 ",137.7 
201801,경기도,전체,교육 서비스업,"11,481 ","213,282,730 ","21,199,640,928 ",99.4 
201801,경기도,전체,국제 및 외국기관,44 ,"44,288,958 ","4,688,169,170 ",105.9 
201801,경기도,전체,금융 및 보험업,"2,037 ","29,259,180 ","3,767,807,828 ",128.8 
201801,경기도,전체,"농업, 임업 및 어업","212,082 ","264,519,000 ","12,911,978,968 ",48.8 
201801,경기도,전체,도매 및 소매업,"129,371 ","524,172,712 ","67,723,771,478 ",129.2 
201801,경기도,전체,보건업 및 사회복지 서비스업,"10,719 ","111,061,363 ","12,706,423,623 ",114.4 
201801,경기도,전체,부동산업,"246,631 ","932,833,231 ","123,512,554,869 ",132.4 
201801,경기도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","15,828 ","47,545,410 ","6,331,301,191 ",133.2 
201801,경기도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","17,258 ","273,956,005 ","32,234,421,501 ",117.7 
201801,경기도,전체,숙박 및 음식점업,"77,114 ","238,338,293 ","30,206,062,391 ",126.7 
201801,경기도,전체,"예술, 스포츠 및 여가관련 서비스업","11,770 ","103,124,459 ","13,424,743,818 ",130.2 
201801,경기도,전체,운수 및 창고업,"32,510 ","264,849,156 ","33,091,100,301 ",124.9 
201801,경기도,전체,"전기, 가스, 증기 및 공기 조절 공급업","3,462 ","152,377,812 ","18,857,110,672 ",123.8 
201801,경기도,전체,"전문, 과학 및 기술 서비스업","5,477 ","77,238,649 ","9,829,347,017 ",127.3 
201801,경기도,전체,정보통신업,"36,042 ","207,782,368 ","24,068,471,165 ",115.8 
201801,경기도,전체,제조업,"109,021 ","5,153,824,795 ","601,283,863,794 ",116.7 
201801,경기도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","38,616 ","130,221,308 ","17,093,455,089 ",131.3 
201801,경기도,전체,합계,"988,361 ","9,074,571,611 ","1,072,124,107,324 ",118.1
201801,경상남도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,101 ,"61,719 ","11,727,745 ",190 
201801,경상남도,전체,건설업,"7,131 ","29,507,483 ","4,050,020,873 ",137.3 
201801,경상남도,전체,"공공 행정, 국방 및 사회보장 행정","3,369 ","41,715,803 ","5,416,505,592 ",129.8 
201801,경상남도,전체,광업,234 ,"6,980,735 ","1,091,769,466 ",156.4 
201801,경상남도,전체,교육 서비스업,"5,754 ","49,968,710 ","5,535,981,435 ",110.8 
201801,경상남도,전체,국제 및 외국기관,5호미만제거,-,-,-
201801,경상남도,전체,금융 및 보험업,"1,543 ","9,670,372 ","1,334,617,297 ",138 
201801,경상남도,전체,"농업, 임업 및 어업","190,123 ","334,080,517 ","15,741,517,968 ",47.1 
201801,경상남도,전체,도매 및 소매업,"38,494 ","105,030,076 ","13,932,043,102 ",132.6 
201801,경상남도,전체,보건업 및 사회복지 서비스업,"5,490 ","52,963,144 ","6,042,138,057 ",114.1 
201801,경상남도,전체,부동산업,"51,295 ","145,604,040 ","19,759,382,205 ",135.7 
201801,경상남도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","3,966 ","7,488,936 ","1,075,232,965 ",143.6 
201801,경상남도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","11,703 ","98,070,317 ","11,792,644,731 ",120.2 
201801,경상남도,전체,숙박 및 음식점업,"46,631 ","115,534,433 ","14,810,878,635 ",128.2 
201801,경상남도,전체,"예술, 스포츠 및 여가관련 서비스업","5,277 ","30,321,510 ","4,253,023,159 ",140.3 
201801,경상남도,전체,운수 및 창고업,"11,482 ","51,887,379 ","5,626,449,964 ",108.4 
201801,경상남도,전체,"전기, 가스, 증기 및 공기 조절 공급업",991 ,"24,553,043 ","3,356,280,671 ",136.7 
201801,경상남도,전체,"전문, 과학 및 기술 서비스업","2,051 ","8,740,832 ","1,222,972,022 ",139.9 
201801,경상남도,전체,정보통신업,"15,753 ","24,507,173 ","3,031,090,494 ",123.7 
201801,경상남도,전체,제조업,"26,942 ","1,583,954,183 ","195,238,647,998 ",123.3 
201801,경상남도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","24,930 ","59,840,027 ","7,714,270,190 ",128.9 
201801,경상남도,전체,합계,"453,260 ","2,780,480,432 ","321,037,194,569 ",115.5
201801,경상북도,전체,가구내고용활동및달리분류되지않은자가소비생산활동,64 ,"60,015 ","10,667,212 ",177.7 
201801,경상북도,전체,건설업,"4,909 ","24,778,241 ","3,248,910,504 ",131.1 
201801,경상북도,전체,"공공 행정, 국방 및 사회보장 행정","3,583 ","36,729,647 ","4,783,267,628 ",130.2 
201801,경상북도,전체,광업,320 ,"17,924,355 ","2,467,429,484 ",137.7 
201801,경상북도,전체,교육 서비스업,"5,048 ","74,303,552 ","7,494,768,273 ",100.9 
201801,경상북도,전체,국제 및 외국기관,15 ,"4,182,358 ","470,771,372 ",112.6 
201801,경상북도,전체,금융 및 보험업,"1,587 ","9,609,712 ","1,298,587,107 ",135.1 
201801,경상북도,전체,"농업, 임업 및 어업","312,907 ","164,447,602 ","8,133,885,790 ",49.5 
201801,경상북도,전체,도매 및 소매업,"45,867 ","103,838,036 ","13,569,779,075 ",130.7 
201801,경상북도,전체,보건업 및 사회복지 서비스업,"5,610 ","47,092,716 ","5,147,968,535 ",109.3 
201801,경상북도,전체,부동산업,"40,398 ","75,423,352 ","10,231,616,649 ",135.7 
201801,경상북도,전체,"사업시설 관리, 사업 지원 및 임대 서비스업","7,447 ","11,827,722 ","1,617,064,858 ",136.7 
201801,경상북도,전체,"수도, 하수 및 폐기물 처리, 원료 재생업","10,110 ","76,162,145 ","9,118,607,506 ",119.7 
201801,경상북도,전체,숙박 및 음식점업,"44,290 ","112,351,726 ","14,374,466,774 ",127.9 
201801,경상북도,전체,"예술, 스포츠 및 여가관련 서비스업","5,719 ","30,175,624 ","4,181,394,219 ",138.6 
201801,경상북도,전체,운수 및 창고업,"21,234 ","56,128,330 ","5,829,986,878 ",103.9 
201801,경상북도,전체,"전기, 가스, 증기 및 공기 조절 공급업","1,266 ","98,294,905 ","12,689,523,728 ",129.1 
201801,경상북도,전체,"전문, 과학 및 기술 서비스업","2,350 ","11,309,572 ","1,444,595,272 ",127.7 
201801,경상북도,전체,정보통신업,"15,933 ","31,804,366 ","3,772,778,961 ",118.6 
201801,경상북도,전체,제조업,"23,964 ","2,580,329,143 ","287,974,819,596 ",111.6 
201801,경상북도,전체,"협회 및 단체, 수리 및 기타 개인 서비스업","18,521 ","50,783,642 ","6,439,073,690 ",126.8 
201801,경상북도,전체,합계,"571,142 ","3,617,556,761 ","404,299,963,111 ",111.8
201801,광주광역시,전체,가구내고용활동및달리분류되지않은자가소비생산활동,9 ,"15,635 ","2,218,945 ",141.9 
201801,광주광역시,전체,건설업,"1,082 ","5,138,411 ","702,227,244 ",136.7 
